id,web_name,first_name,second_name,team,team_code,element_type,now_cost,cost_change_event,cost_change_start,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added,selected_by_percent,transfers_in_event,transfers_out_event,form,points_per_game,total_points,event_points,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,clearances_blocks_interceptions,recoveries,tackles,saves,saves_per_90,starts_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,ep_next,ep_this,dreamteam_count,value_form,value_season
427,Mbeumo,Bryan,Mbeumo,16,1,3,79,0,-1,a,,,,,20.8,23455,99480,5.8,5.0,25,2,450,5,2,1,0,8,3,110,3.07,0.80,3.87,6.80,0.61,0.16,0.77,1.36,26,5.2,7,14,5,0,0.0,1.0,2,2,2,5.8,5.8,0,0.7,3.2
428,Cunha,Matheus,Santos Carneiro da Cunha,16,1,3,79,0,-1,a,,,,,5.7,12404,16371,6.0,5.2,26,10,407,5,1,2,1,5,4,95,0.63,0.83,1.46,5.44,0.14,0.18,0.32,1.2,13,2.87,1,9,3,0,0.0,1.11,,,,6.0,6.0,0,0.8,3.3
429,Rashford,Marcus,Rashford,16,1,3,70,0,0,d,75,,Unspecified injury - 75% chance of playing,2026-09-21T10:30:09.221479Z,1.5,3771,10905,2.2,2.0,10,2,351,4,0,0,1,3,0,58,0.78,0.43,1.21,4.50,0.2,0.11,0.31,1.15,18,4.62,4,10,4,0,0.0,1.03,,,3,1.7,2.2,0,0.3,1.4
430,Mount,Mason,Mount,16,1,3,54,0,-1,a,100,100,,2026-08-15T16:00:07.879135Z,0.0,118,133,0.2,1.0,1,1,10,0,0,0,0,0,0,3,0.09,0.01,0.10,0.00,0.81,0.09,0.9,0.0,1,9.0,0,1,0,0,0.0,0.0,,,4,0.2,0.2,0,0.0,0.2
431,Amad,Amad,Diallo,16,1,3,57,0,-3,i,0,0,Unspecified injury - Unknown return date,2026-08-22T11:00:08.617283Z,0.3,79,1311,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,4,,0.0,0.0,0,0.0,0.0
432,Mainoo,Kobbie,Mainoo,16,1,3,55,0,0,d,75,,Unspecified injury - 75% chance of playing,2026-09-21T13:00:09.169862Z,1.6,6478,8806,5.2,4.4,22,4,354,4,0,1,0,4,2,102,0.30,0.52,0.82,4.77,0.08,0.13,0.21,1.21,56,14.24,10,40,6,0,0.0,1.02,,,,3.9,5.2,0,0.9,4.0
433,Ugarte,Manuel,Ugarte Ribeiro,16,1,3,50,0,0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.706702Z,0.0,17,20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
434,J.Fletcher,Jack,Fletcher,16,1,3,49,0,-1,a,,,,,0.0,26,45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
435,Lacey,Shea,Lacey,16,1,3,49,0,-1,a,,,,,0.1,283,239,0.0,1.0,1,0,10,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1,9.0,0,1,0,0,0.0,0.0,,,,0.0,0.0,0,0.0,0.2
436,Collyer,Toby,Collyer,16,1,3,50,0,0,u,0,0,Has joined West Brom permanently,2026-09-01T13:16:48.584385Z,0.0,0,35,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
437,Bendito Mantato,Bendito,Mantato,16,1,3,45,0,0,a,,,,,0.2,162,584,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
438,Fletcher,Tyler,Fletcher,16,1,3,44,0,-1,a,,,,,0.3,1864,1454,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
439,Šeško,Benjamin,Sesko,16,1,4,70,0,0,d,75,100,Shin injury - 75% chance of playing,2026-09-20T19:30:08.505755Z,1.7,6223,16527,1.8,2.0,8,0,76,0,1,0,0,3,0,39,0.39,0.01,0.40,2.00,0.46,0.01,0.47,2.37,5,5.92,0,5,0,0,0.0,0.0,,,,1.4,1.8,0,0.3,1.1
440,Zirkzee,Joshua,Zirkzee,16,1,4,53,-1,-2,a,,,,,0.4,1232,2222,0.5,1.0,2,1,20,0,0,0,0,0,0,8,0.00,0.01,0.01,0.02,0.0,0.04,0.04,0.09,4,18.0,2,2,0,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.4
441,Obi,Chido,Obi,16,1,4,45,0,0,u,0,0,Has joined Willem II on loan for the rest of the season,2026-09-14T16:12:42.090874Z,1.0,0,8520,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
442,Pope,Nick,Pope,17,4,1,49,0,-1,a,,,,,1.0,608,2299,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
443,Gillespie,Mark,Gillespie,17,4,1,45,0,0,a,,,,,0.0,26,55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
444,Jaouen,Ewen,Jaouen,17,4,1,44,-1,-1,d,50,50,Ankle injury - 50% chance of playing,2026-09-10T16:00:09.127466Z,0.0,15,86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
445,Thiaw,Malick,Thiaw,17,4,2,50,0,0,a,,,,,2.2,6106,7027,2.8,2.8,14,4,450,5,0,0,1,9,0,32,0.00,0.08,0.08,9.14,0.0,0.02,0.02,1.83,45,9.0,45,10,0,0,0.0,1.0,,,,2.8,2.8,0,0.6,2.8
446,Schär,Fabian,Schär,17,4,2,49,0,-1,a,100,100,,2026-08-15T16:30:07.209742Z,0.2,400,685,0.4,1.0,2,1,25,0,0,0,0,2,0,0,0.00,0.01,0.01,1.87,0.0,0.04,0.04,6.73,7,25.2,7,0,0,0,0.0,0.0,,,2,0.4,0.4,0,0.1,0.4
447,Botman,Sven,Botman,17,4,2,50,0,0,a,,,,,0.7,3369,1988,3.0,3.0,15,4,450,5,0,0,1,9,0,43,0.06,0.17,0.23,9.14,0.01,0.03,0.04,1.83,59,11.8,54,14,5,0,0.0,1.0,,,,3.0,3.0,0,0.6,3.0
448,Burn,Dan,Burn,17,4,2,48,-1,-2,i,0,0,Ankle injury - Expected back 12 Oct,2026-08-23T18:00:08.367241Z,0.7,67,4284,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
449,Hall,Lewis,Hall,17,4,2,53,1,3,a,,,,,16.7,189975,11395,6.2,6.2,31,13,449,5,1,1,1,9,6,127,0.25,0.79,1.04,9.12,0.05,0.16,0.21,1.83,46,9.22,33,38,13,0,0.0,1.0,,1,1,6.2,6.2,2,1.2,5.8
450,Livramento,Tino,Livramento,17,4,2,49,0,-1,d,75,100,Unspecified injury - 75% chance of playing,2026-09-19T14:00:09.046677Z,0.1,385,1158,0.8,2.0,4,0,33,0,0,1,0,1,0,12,0.00,0.01,0.01,0.18,0.0,0.03,0.03,0.49,3,8.18,1,4,2,0,0.0,0.0,,,,0.6,0.8,0,0.2,0.8
451,A.Murphy,Alex,Murphy,17,4,2,40,0,0,u,0,0,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12T14:05:29.224600Z,0.1,0,207,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,1,3,3,67,0,-3,a,100,100,,2026-09-04T14:00:08.328779Z,1.8,3592,5460,2.2,3.0,9,1,123,1,1,0,0,3,1,45,0.09,0.16,0.25,2.18,0.07,0.12,0.19,1.6,12,8.78,3,8,1,0,0.0,0.73,4,4,,2.2,2.2,0,0.3,1.3
453,Barnes,Harvey,Barnes,17,4,3,61,1,1,a,,,,,5.4,121695,9386,5.6,5.6,28,9,450,5,1,3,1,9,3,105,0.62,0.48,1.10,9.14,0.12,0.1,0.22,1.83,33,6.6,14,16,3,0,0.0,1.0,,3,,5.6,5.6,1,0.9,4.6
454,Elanga,Anthony,Elanga,17,4,3,61,-1,1,i,0,0,Unspecified injury - Unknown return date,2026-09-14T20:00:09.505598Z,4.8,235,140979,3.6,6.0,18,0,232,3,2,0,1,3,2,71,0.42,0.34,0.76,4.01,0.16,0.13,0.29,1.56,9,3.49,2,3,4,0,0.0,1.16,,2,,0.0,0.0,0,0.6,3.0
455,Tonali,Sandro,Tonali,19,6,3,53,-1,-2,a,100,100,,2026-09-14T14:30:07.387706Z,1.9,1574,11733,3.0,2.8,14,2,427,5,0,0,2,8,0,86,0.24,0.61,0.85,7.72,0.05,0.13,0.18,1.63,42,8.85,11,20,11,0,0.0,1.05,,,,3.0,3.0,0,0.6,2.6
456,J.Ramsey,Jacob,Ramsey,17,4,3,49,0,-1,i,0,0,Thigh injury - Unknown return date,2026-09-15T09:00:08.191022Z,0.3,22,3725,1.4,2.3,7,0,69,0,1,0,0,1,0,26,0.17,0.16,0.33,1.92,0.22,0.21,0.43,2.5,11,14.35,3,6,2,0,0.0,0.0,,,,0.0,0.0,0,0.3,1.4
457,J.Murphy,Jacob,Murphy,17,4,3,59,0,-1,a,,,,,0.1,639,553,0.6,0.6,3,1,181,2,0,0,0,5,0,21,0.03,0.41,0.44,4.96,0.01,0.2,0.21,2.47,18,8.95,4,10,4,0,0.0,0.99,,4,,0.6,0.6,0,0.1,0.5
458,Joelinton,Joelinton Cássio,Apolinário de Lira,17,4,3,54,0,-1,i,0,0,Unspecified injury - Unknown return date,2026-08-16T08:00:08.074045Z,0.0,9,56,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
459,L.Miley,Lewis,Miley,17,4,3,55,0,0,a,100,100,,2026-07-23T12:01:23.785456Z,0.1,336,318,2.4,2.4,12,4,396,5,0,0,1,8,0,68,0.05,0.14,0.19,7.95,0.01,0.03,0.04,1.81,52,11.82,20,26,6,0,0.0,1.14,,5,,2.4,2.4,0,0.4,2.2
460,Willock,Joe,Willock,17,4,3,50,0,0,a,,,,,0.5,7306,1763,4.4,4.4,22,10,284,3,2,0,1,5,3,80,0.81,0.30,1.11,5.19,0.26,0.1,0.36,1.64,18,5.7,4,9,5,0,0.0,0.95,,,,4.4,4.4,0,0.9,4.4
461,Touré,Bazoumana,Touré,17,4,3,58,0,-2,a,,,,,0.1,236,624,1.6,2.7,8,1,50,0,1,0,0,1,0,29,0.28,0.01,0.29,0.76,0.5,0.02,0.52,1.37,4,7.2,1,3,0,0,0.0,0.0,,,,1.6,1.6,0,0.3,1.4
462,Steur,Sean,Steur,17,4,3,49,0,-1,a,,,,,0.1,171,282,1.6,1.6,8,3,223,2,0,0,1,5,0,42,0.00,0.06,0.06,4.23,0.0,0.02,0.02,1.71,21,8.48,9,8,4,0,0.0,0.81,,,,1.6,1.6,0,0.3,1.6
463,Woltemade,Nick,Woltemade,17,4,4,59,0,-1,u,0,0,Has joined Juventus on loan for the rest of the season,2026-09-02T16:07:16.549304Z,0.5,0,2632,0.8,4.0,4,0,19,0,0,1,0,0,0,18,0.02,0.01,0.03,0.38,0.09,0.05,0.14,1.8,0,0.0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0,0.1,0.7
464,Wissa,Yoane,Wissa,17,4,4,62,0,2,a,,,,,18.7,61452,110006,3.0,3.0,15,0,441,5,1,1,1,8,2,54,2.35,0.06,2.41,7.97,0.48,0.01,0.49,1.63,27,5.51,6,15,6,0,0.0,1.02,2,,,3.0,3.0,0,0.5,2.4
465,Osula,William,Osula,17,4,4,58,-1,-2,i,0,0,Foot injury - Unknown return date,2026-08-25T19:00:08.004915Z,0.3,76,1717,0.8,4.0,4,0,55,1,0,1,0,1,0,18,0.06,0.14,0.20,1.48,0.1,0.23,0.33,2.42,5,8.18,2,2,1,0,0.0,1.64,1,,4,0.0,0.0,0,0.1,0.7
466,Neave,Sean,Neave,17,4,4,45,0,0,u,0,0,Has joined Wolves on loan for the rest of the season,2026-09-04T12:37:43.515176Z,0.5,0,2869,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
467,Sels,Matz,Sels,18,17,1,50,0,0,a,,,,,1.6,1405,4219,3.0,2.8,14,2,450,5,0,0,1,5,0,67,0.00,0.01,0.01,4.77,0.0,0.0,0.0,0.95,0,0.0,6,46,0,11,2.2,1.0,,,,3.0,3.0,0,0.6,2.8
468,John,John Victor,Maciel Furtado,18,17,1,45,0,0,a,,,,,0.1,41,110,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
469,N.Williams,Neco,Williams,18,17,2,50,0,0,a,,,,,8.9,8208,32473,4.2,3.8,19,2,450,5,0,1,1,5,1,85,0.41,0.61,1.02,4.77,0.08,0.12,0.2,0.95,29,5.8,15,28,14,0,0.0,1.0,,2,3,4.2,4.2,0,0.8,3.8
470,Morato,Felipe,Rodrigues da Silva,18,17,2,50,0,0,u,0,0,Has joined West Ham on loan for the rest of the season,2026-09-02T16:19:54.503286Z,0.0,0,85,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
471,Milenković,Nikola,Milenković,18,17,2,54,-1,-1,i,0,0,Hamstring injury - Expected back 11 Oct,2026-09-12T14:00:09.705107Z,1.0,43,9208,2.5,4.0,12,0,270,3,0,0,1,3,0,34,0.11,0.03,0.14,3.28,0.04,0.01,0.05,1.09,31,10.33,26,12,5,0,0.0,1.0,,,,0.0,0.0,0,0.5,2.2
472,Murillo,Murillo,Costa dos Santos,18,17,2,55,0,0,a,100,100,,2026-07-23T12:01:23.801183Z,2.1,5726,5520,4.8,4.6,23,4,449,5,0,1,1,5,0,76,0.42,0.37,0.79,4.77,0.08,0.07,0.15,0.96,53,10.62,44,18,9,0,0.0,1.0,,,2,4.8,4.8,0,0.9,4.2
473,Aina,Ola,Aina,18,17,2,44,-1,-1,a,,,,,2.4,820,16412,0.8,2.0,8,0,306,4,0,0,1,3,0,45,0.04,0.53,0.57,3.72,0.01,0.16,0.17,1.09,22,6.47,12,14,10,0,0.0,1.18,,,,0.8,0.8,0,0.2,1.8
474,Jair Cunha,Jair,Paula da Cunha Filho,18,17,2,45,0,0,a,100,75,,2026-09-12T14:00:09.724349Z,0.2,161,482,2.5,2.8,11,1,360,4,0,0,1,4,0,40,0.05,0.02,0.07,3.95,0.01,0.0,0.01,0.99,36,9.0,29,8,7,0,0.0,1.0,,,,2.5,1.9,0,0.6,2.4
475,Savona,Nicolò,Savona,18,17,2,45,0,0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,0.0,14,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
476,O.Richards,Omar,Richards,18,17,2,40,0,0,a,,,,,0.2,206,524,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
477,Abbott,Zach,Abbott,18,17,2,40,0,0,u,0,0,Has joined Southampton on loan for the rest of the season,2026-09-02T16:19:54.536676Z,0.1,0,570,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
478,Netz,Luca,Netz,18,17,2,44,0,-1,a,,,,,0.0,41,86,0.5,1.0,3,1,27,0,0,0,0,1,0,8,0.00,0.02,0.02,0.13,0.0,0.07,0.07,0.43,1,3.33,0,1,1,0,0.0,0.0,,,,0.5,0.5,0,0.1,0.7
479,Bindon,Tyler,Bindon,18,17,2,40,0,0,u,0,0,Has joined Charlton Athletic on loan for the rest of the season,2026-09-01T13:16:05.383880Z,0.1,0,388,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
480,Gibbs-White,Morgan,Gibbs-White,18,17,3,80,0,0,a,100,100,,2026-08-24T15:30:08.350159Z,15.7,44749,60955,6.5,5.6,28,2,450,5,1,2,1,5,6,116,1.56,1.42,2.98,4.77,0.31,0.28,0.59,0.95,21,4.2,2,14,5,0,0.0,1.0,1,,1,6.5,6.5,1,0.8,3.5
481,Anderson,Elliot,Anderson,15,43,3,63,0,-2,a,100,100,,2026-08-23T17:00:07.952697Z,4.0,5543,20795,3.0,3.0,15,2,413,5,0,0,2,5,0,95,0.11,0.67,0.78,7.15,0.02,0.15,0.17,1.56,54,11.77,18,23,13,0,0.0,1.09,,3,,3.0,3.0,0,0.5,2.4
482,Hudson-Odoi,Callum,Hudson-Odoi,18,17,3,58,0,-2,a,100,100,,2026-07-23T12:01:23.832709Z,0.1,192,888,0.2,1.0,1,0,1,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,,,4,0.2,0.2,0,0.0,0.2
483,Ndoye,Dan,Ndoye,18,17,3,55,0,0,a,,,,,0.7,519,6555,3.0,3.0,15,1,316,5,1,0,1,3,2,44,1.25,0.93,2.18,3.84,0.36,0.26,0.62,1.09,20,5.7,3,15,2,0,0.0,1.42,,,,3.0,3.0,0,0.5,2.7
484,Hutchinson,Omari,Hutchinson,18,17,3,54,0,-1,u,0,0,Has joined AC Milan on loan for the rest of the season,2026-09-01T13:23:52.340206Z,0.1,0,248,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
485,Bakwa,Dilane,Bakwa,18,17,3,55,0,0,u,0,0,Has joined Lille on loan for the rest of the season,2026-08-27T14:53:03.381941Z,0.0,0,24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
486,McAtee,James,McAtee,18,17,3,55,0,0,a,,,,,0.1,259,689,2.2,2.4,12,2,416,5,0,0,2,4,0,91,0.37,0.96,1.33,4.55,0.08,0.21,0.29,0.98,39,8.44,9,21,9,0,0.0,1.08,,1,,2.2,2.2,0,0.4,2.2
487,Dominguez,Nicolás,Domínguez,18,17,3,49,0,-1,a,,,,,0.1,43,226,0.2,1.0,1,0,1,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,,,,0.2,0.2,0,0.0,0.2
488,I.Sangaré,Ibrahim,Sangaré,18,17,3,49,0,-1,a,100,100,,2026-08-28T09:30:07.471668Z,0.4,221,2270,0.5,1.3,4,1,105,1,0,0,0,1,0,15,0.09,0.02,0.11,0.56,0.08,0.02,0.1,0.48,8,6.86,4,3,1,0,0.0,0.86,,,,0.5,0.5,0,0.1,0.8
489,Yates,Ryan,Yates,18,17,3,45,0,0,a,100,100,,2026-08-17T20:30:08.195072Z,1.2,431,5604,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
490,Wood,Chris,Wood,18,17,4,58,0,-2,a,,,,,0.9,1292,4755,0.8,1.0,4,1,62,0,0,0,0,1,0,13,0.12,0.01,0.13,0.53,0.17,0.01,0.18,0.77,1,1.45,0,1,0,0,0.0,0.0,2,,,0.8,0.8,0,0.1,0.7
491,Igor Jesus,Igor Jesus,Maciel da Cruz,18,17,4,58,0,-2,a,,,,,2.7,5140,17800,2.5,2.4,12,1,257,2,1,0,0,3,2,53,1.25,0.08,1.33,2.61,0.44,0.03,0.47,0.91,15,5.25,5,8,2,0,0.0,0.7,4,,,2.5,2.5,0,0.4,2.1
492,Awoniyi,Taiwo,Awoniyi,7,9,4,54,-1,-1,s,0,0,Suspended until 19 Oct,2026-09-13T15:00:09.305127Z,0.4,50,3937,0.5,0.8,3,0,232,3,0,0,0,7,0,11,1.30,0.04,1.34,3.55,0.5,0.02,0.52,1.38,11,4.27,3,7,1,0,0.0,1.16,5,,,0.0,0.0,0,0.1,0.6
493,Kalimuendo,Arnaud,Kalimuendo,18,17,4,54,0,-1,a,,,,,0.1,149,298,0.0,1.0,1,0,1,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,,,,0.0,0.0,0,0.0,0.2
494,Vicario,Guglielmo,Vicario,19,6,1,45,0,0,u,0,0,Has joined Juventus on loan for the rest of the season,2026-08-19T13:55:33.193962Z,0.1,0,524,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
495,Austin,Brandon,Austin,19,6,1,40,0,0,a,,,,,1.0,1375,1537,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
496,Kinsky,Antonín,Kinský,19,6,1,45,0,0,a,,,,,17.5,11143,85211,4.0,3.6,18,2,450,5,0,0,2,8,0,77,0.00,0.00,0.00,7.78,0.0,0.0,0.0,1.56,0,0.0,10,34,0,12,2.4,1.0,,,,4.0,4.0,0,0.9,4.0
497,Dubravka,Martin,Dubravka,19,6,1,40,0,0,a,,,,,17.2,18208,33954,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
498,Senesi,Marcos,Senesi Barón,19,6,2,58,0,-2,a,,,,,3.6,803,16024,0.0,3.0,3,0,90,1,0,0,0,3,0,10,0.00,0.02,0.02,3.87,0.0,0.02,0.02,3.87,16,16.0,11,2,5,0,0.0,1.0,,,,0.0,0.0,0,0.0,0.5
499,Pedro Porro,Pedro,Porro Sauceda,19,6,2,54,0,-1,d,75,100,Hamstring injury - 75% chance of playing,2026-09-19T12:00:08.823872Z,7.8,1453,55280,2.2,3.0,9,1,198,3,0,0,1,2,1,33,0.37,0.16,0.53,1.68,0.17,0.07,0.24,0.76,9,4.09,6,5,3,0,0.0,1.36,,3,1,1.7,2.2,0,0.4,1.7
500,Romero,Cristian,Romero,19,6,2,50,0,0,u,0,0,Has joined Atletico Madrid permanently,2026-08-17T13:49:05.465401Z,0.1,0,198,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
501,Danso,Kevin,Danso,20,56,2,50,0,0,a,,,,,0.2,850,575,0.8,1.0,3,0,270,3,0,0,0,8,0,7,0.07,0.17,0.24,5.91,0.02,0.06,0.08,1.97,20,6.67,19,11,1,0,0.0,1.0,,,,0.8,0.8,0,0.2,0.6
502,Robertson,Andrew,Robertson,19,6,2,44,0,-1,a,,,,,2.6,3883,9299,3.5,3.4,17,4,366,4,0,1,1,7,1,68,0.13,0.43,0.56,7.05,0.03,0.11,0.14,1.73,20,4.92,15,15,5,0,0.0,0.98,,1,,3.5,3.5,0,0.8,3.9
503,Van de Ven,Micky,van de Ven,19,6,2,50,0,0,a,100,100,,2026-08-21T15:00:07.610517Z,3.8,3888,14963,4.0,4.0,16,1,360,4,0,0,2,5,3,69,0.59,0.05,0.64,3.91,0.15,0.01,0.16,0.98,29,7.25,24,17,5,0,0.0,1.0,,,,4.0,4.0,0,0.8,3.2
504,Vuskovic,Luka,Vušković,5,36,2,50,0,0,a,,,,,3.5,39597,8026,6.4,6.4,32,8,437,5,1,0,3,5,2,98,0.46,0.07,0.53,8.45,0.09,0.01,0.1,1.74,43,8.86,37,17,6,0,0.0,1.03,,,,6.4,6.4,1,1.3,6.4
505,Spence,Djed,Spence,19,6,2,45,0,0,u,0,0,Has joined Internazionale permanently,2026-08-18T14:13:08.454214Z,0.2,0,821,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
506,Udogie,Destiny,Udogie,19,6,2,44,0,-1,a,100,100,,2026-09-11T18:00:09.092110Z,0.3,240,1215,1.5,2.3,7,0,86,1,0,0,1,1,0,21,0.00,0.23,0.23,1.17,0.0,0.24,0.24,1.22,4,4.19,3,4,1,0,0.0,1.05,,,,1.5,1.5,0,0.3,1.6
507,Phillips,Ashley,Phillips,19,6,2,45,0,0,u,0,0,Has joined Middlesbrough permanently,2026-08-18T14:13:08.474144Z,0.0,0,43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
508,Davies,Ben,Davies,19,6,2,39,-1,-1,a,,,,,0.9,5114,2589,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
509,Byfield,Jun'ai,Byfield,19,6,2,40,0,0,a,,,,,0.1,92,174,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
510,Rowswell,James,Rowswell,19,6,2,40,0,0,a,,,,,0.1,109,238,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
511,Souza,João Victor,de Souza Menezes,19,6,2,40,0,0,u,0,0,Has joined FC Porto on loan for the rest of the season,2026-09-01T13:24:26.858636Z,0.2,0,632,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0,0.0,0.0
